股票代碼,股票名稱,strategy,total_return,annualized_return,volatility,sharpe_ratio,max_drawdown,win_rate,total_trades
2884.TW,玉山金,RSI,184.84334412226428,11.461514759062252,12.568790841786374,0.9119027361770669,-24.528294609565165,53.71120107962213,13
2884.TW,玉山金,MACD,190.3752955658669,11.683980100085467,10.321883711057104,1.1319619971661998,-13.900412569444468,53.82381413359148,94
2884.TW,玉山金,MA_CROSS,313.28466657940305,15.846000734382425,11.588992415442059,1.3673320480620907,-11.736531271785983,54.08618127786033,67
2884.TW,玉山金,BOLLINGER,46.71067557940671,4.053237059283354,12.220034200394178,0.33168786541960826,-32.381937790378934,51.87165775401069,21
2884.TW,玉山金,STOCHASTIC,62.34897966595909,5.1514877255504965,10.947908055885454,0.4705453954539856,-24.528294609565148,51.964285714285715,22
2884.TW,玉山金,RSI_MACD,5.1947990225471585,0.526358039693342,2.075349100732916,0.25362385514198893,-2.6209770859760892,51.515151515151516,1
2884.TW,玉山金,RSI_STOCHASTIC,-1.3365920089271732,-0.1393895618354568,7.567350396468655,-0.01841986356287978,-25.412038987026087,45.0,5
2884.TW,玉山金,MACD_MA,87.24771440337229,6.718320452958237,8.723117912954057,0.7701742106433476,-13.900412569444482,53.661616161616166,82
2884.TW,玉山金,RSI_BOLLINGER,65.52644154536596,5.362974131064946,9.874855265303347,0.5430939479091392,-26.826025387768688,52.16284987277354,12
2884.TW,玉山金,MACD_STOCHASTIC,15.73116944122983,1.5260123561682715,2.798810826827575,0.545235977201786,-5.103084732159397,55.769230769230774,1
2884.TW,玉山金,MA_BOLLINGER,4.461284415832534,0.4534675114138187,5.883030565302782,0.07708059755601152,-16.2805753319386,48.38709677419355,63
2884.TW,玉山金,RSI_MACD_MA,5.1947990225471585,0.526358039693342,2.075349100732916,0.25362385514198893,-2.6209770859760892,51.515151515151516,1
2884.TW,玉山金,MACD_MA_CROSS,25.527167118163252,2.3847457219793755,3.7644658327899254,0.6334884756310805,-6.722689205923056,57.8125,11
