股票代碼,股票名稱,strategy,total_return,annualized_return,volatility,sharpe_ratio,max_drawdown,win_rate,total_trades
2412.TW,中華電,RSI,1.566501623589911,0.16125631866883428,4.099736502901689,0.0393333372900188,-13.075445071298,51.78571428571429,3
2412.TW,中華電,MACD,0.5481035560342962,0.056677901822022037,7.360328077353678,0.007700458624447611,-19.24106509220277,52.17391304347826,111
2412.TW,中華電,MA_CROSS,17.170501892343417,1.6561776492538538,8.130867396124666,0.20369015611338356,-14.197213576004877,53.48837209302325,83
2412.TW,中華電,BOLLINGER,39.605612888620946,3.519170634640334,6.545160359360193,0.5376752350471582,-11.111128354744999,52.836304700162074,24
2412.TW,中華電,STOCHASTIC,3.4719834283221784,0.35442900680293654,6.107475493341009,0.05803199819456846,-14.163087877575952,51.64473684210527,19
2412.TW,中華電,RSI_MACD,-1.4778486119253698,-0.15421956588668184,1.1207979294607764,-0.13759801105349823,-4.306225691457239,53.84615384615385,1
2412.TW,中華電,RSI_STOCHASTIC,-4.693138781821338,-0.4970425046677218,3.813017754503239,-0.13035410183461804,-14.731144857116668,49.171270718232044,3
2412.TW,中華電,MACD_MA,6.403739354763793,0.6455041025547947,6.562277322150453,0.09836586765023572,-15.788813742084981,52.77777777777778,93
2412.TW,中華電,RSI_BOLLINGER,-7.008934966630342,-0.7504413763782858,3.1941956537864415,-0.23493907628629535,-14.047809801270636,45.87155963302752,3
2412.TW,中華電,MACD_STOCHASTIC,1.9829674560033261,0.20375226097644195,1.6306534051281691,0.1249512988693186,-4.306225691457262,54.285714285714285,2
2412.TW,中華電,MA_BOLLINGER,6.868704842474527,0.6910055036866369,2.1689344631716234,0.31859215454402556,-5.943927341250788,60.0,48
2412.TW,中華電,RSI_MACD_MA,-1.4778486119253698,-0.15421956588668184,1.1207979294607764,-0.13759801105349823,-4.306225691457239,53.84615384615385,1
2412.TW,中華電,MACD_MA_CROSS,-3.265436586668169,-0.3435571240683277,3.409798289144359,-0.10075584974105273,-8.50547340942238,52.02702702702703,20
