股票代碼,股票名稱,strategy,total_return,annualized_return,volatility,sharpe_ratio,max_drawdown,win_rate,total_trades
2330.TW,台積電,RSI,161.43029699820585,10.474883015866121,15.787989417073819,0.6634716263831623,-37.4725719135303,53.31325301204819,9
2330.TW,台積電,MACD,440.9578834344973,19.124335123947468,17.657814235098126,1.0830522322482226,-25.48721620550089,54.23728813559322,95
2330.TW,台積電,MA_CROSS,427.69705783708866,18.81824954054707,19.3097981122454,0.9745440853994942,-24.754704750729793,52.615617892342684,74
2330.TW,台積電,BOLLINGER,134.37613513693637,9.23092423121683,17.644118642474147,0.5231728724038109,-25.251404362391618,53.143534994068794,22
2330.TW,台積電,STOCHASTIC,26.58267793596478,2.4736545227460605,17.04936684830041,0.14508776453435573,-44.73419653534837,51.012145748987855,28
2330.TW,台積電,RSI_MACD,0.0,0.0,0.0,0,0.0,0,0
2330.TW,台積電,RSI_STOCHASTIC,10.468150887013937,1.0373626322327079,7.691182265232695,0.1348768754216128,-21.809695014898786,50.943396226415096,5
2330.TW,台積電,MACD_MA,250.35493774135844,13.879170049736423,14.548747592952967,0.9539769633819978,-19.868994901999287,54.45420326223338,78
2330.TW,台積電,RSI_BOLLINGER,92.77843550382701,7.04082727316615,13.545323566076044,0.5197976437270012,-17.7383689955369,51.80995475113123,10
2330.TW,台積電,MACD_STOCHASTIC,0.0,0.0,0.0,0,0.0,0,0
2330.TW,台積電,MA_BOLLINGER,6.584489152536577,0.6632133654746131,6.194829352014162,0.10705918239038797,-18.400551822801383,51.78571428571429,60
2330.TW,台積電,RSI_MACD_MA,0.0,0.0,0.0,0,0.0,0,0
2330.TW,台積電,MACD_MA_CROSS,47.783454443063974,4.13185119910926,7.0394192281478505,0.5869591034708692,-11.789866939247895,56.57894736842105,13
