股票代碼,股票名稱,strategy,total_return,annualized_return,volatility,sharpe_ratio,max_drawdown,win_rate,total_trades
3034.TW,聯詠,RSI,27.971204469588386,2.5896075690342135,19.628717002402404,0.13192953817191747,-46.43292549733591,50.988142292490124,7
3034.TW,聯詠,MACD,173.03024356639955,10.973188079544105,23.459360706719128,0.4677530737826633,-30.921201569302863,51.68248490077653,92
3034.TW,聯詠,MA_CROSS,225.06012950599361,12.997983268130398,25.310318463711063,0.5135448329805251,-43.671532671932255,51.75370226032736,70
3034.TW,聯詠,BOLLINGER,41.21029128506433,3.641884794501382,22.312941928277084,0.16321849472865962,-49.47889401463694,52.473118279569896,23
3034.TW,聯詠,STOCHASTIC,-34.879426481102726,-4.348929319264528,20.75335226840404,-0.2095531007723296,-55.615396931322415,50.963855421686745,21
3034.TW,聯詠,RSI_MACD,0.0,0.0,0.0,0,0.0,0,0
3034.TW,聯詠,RSI_STOCHASTIC,12.500932374503847,1.2285222586263744,9.134892070017681,0.13448678421265645,-20.82246549129713,51.75879396984925,5
3034.TW,聯詠,MACD_MA,164.38040703905267,10.603463510072109,18.77771642388857,0.5646833337296878,-20.417519926021377,52.353780313837376,64
3034.TW,聯詠,RSI_BOLLINGER,-7.246504046421965,-0.7767556041422319,15.456914293974874,-0.050252954074087884,-46.43292549733591,51.58562367864693,8
3034.TW,聯詠,MACD_STOCHASTIC,2.4629133123684754,0.2525331747536663,4.861506865419277,0.051945452664065465,-8.302569031066026,53.03030303030303,4
3034.TW,聯詠,MA_BOLLINGER,33.898483124782366,3.072235893343356,6.175300367390707,0.4975038800649448,-8.115656680067772,56.33802816901409,79
3034.TW,聯詠,RSI_MACD_MA,0.0,0.0,0.0,0,0.0,0,0
3034.TW,聯詠,MACD_MA_CROSS,12.76121401109287,1.252774729855033,6.5964752925134675,0.18991577688115402,-11.787890772413792,57.391304347826086,10
