股票代碼,股票名稱,strategy,total_return,annualized_return,volatility,sharpe_ratio,max_drawdown,win_rate,total_trades
2881.TW,富邦金,RSI,54.5692680958699,4.6175880982560535,12.567333070287276,0.36742784427137815,-30.665346088388013,54.69255663430421,9
2881.TW,富邦金,MACD,140.49527147427324,9.523144012122732,14.20215454869553,0.6705422039642169,-27.66908903130325,53.41328413284133,88
2881.TW,富邦金,MA_CROSS,161.62647644227047,10.483473758385141,16.09238697028049,0.6514554849908892,-27.0435836643806,51.445515196441804,80
2881.TW,富邦金,BOLLINGER,88.36704271062426,6.784273497762383,14.004351933996217,0.4844403746590546,-30.569402499240965,55.68181818181818,25
2881.TW,富邦金,STOCHASTIC,59.72161869211918,4.973794002887555,12.193061024692378,0.40792004508261204,-25.019214644507354,55.172413793103445,26
2881.TW,富邦金,RSI_MACD,0.0,0.0,0.0,0,0.0,0,0
2881.TW,富邦金,RSI_STOCHASTIC,54.30672723564112,4.599153874012685,7.240997754675828,0.6351547162188816,-12.508195917609335,58.70646766169154,10
2881.TW,富邦金,MACD_MA,48.92941785690943,4.215265320025474,11.802952002139858,0.3571365298495879,-38.6446165739761,52.33380480905233,71
2881.TW,富邦金,RSI_BOLLINGER,5.562070199456071,0.5626833663832986,10.694667717134164,0.05261345011045188,-31.746361535359043,52.2077922077922,9
2881.TW,富邦金,MACD_STOCHASTIC,0.784769836508592,0.08106535630167944,1.4375218746443985,0.05639243320852608,-4.665973597652972,51.61290322580645,1
2881.TW,富邦金,MA_BOLLINGER,4.179086351748262,0.42530278289936163,6.29363615537928,0.06757663970387738,-21.90295532305565,54.285714285714285,71
2881.TW,富邦金,RSI_MACD_MA,0.0,0.0,0.0,0,0.0,0,0
2881.TW,富邦金,MACD_MA_CROSS,-0.10729199449609483,-0.0111273518955457,4.605789160788088,-0.00241594903871842,-13.635753458808574,47.5177304964539,16
