股票代碼,股票名稱,strategy,total_return,annualized_return,volatility,sharpe_ratio,max_drawdown,win_rate,total_trades
0050.TW,元大台灣50,RSI,110.38675506401803,8.011663833098016,12.47166424742367,0.6423893134192593,-28.961909958379223,54.60797799174691,10
0050.TW,元大台灣50,MACD,288.62425099373576,15.102871229416648,11.273089829962316,1.3397277460945358,-23.310174740677834,54.373927958833626,94
0050.TW,元大台灣50,MA_CROSS,254.87227380967545,14.024348442939916,12.739300841349621,1.1008726944746643,-18.491516157827608,53.77622377622377,71
0050.TW,元大台灣50,BOLLINGER,136.17449168798248,9.313503340029738,13.331201863761738,0.6986244327562598,-26.250669534094495,54.98866213151927,25
0050.TW,元大台灣50,STOCHASTIC,36.30397035076158,3.2612930554583475,12.146258610318572,0.26850186218559446,-27.349204564281713,54.71380471380471,26
0050.TW,元大台灣50,RSI_MACD,0.0,0.0,0.0,0,0.0,0,0
0050.TW,元大台灣50,RSI_STOCHASTIC,43.895624469751795,3.8428601803013995,8.348626382678148,0.46029849751985813,-16.379205611970757,54.25531914893617,8
0050.TW,元大台灣50,MACD_MA,181.98024424121812,11.339931299243267,9.103041213530155,1.2457299745483241,-16.931867111831075,53.3969010727056,74
0050.TW,元大台灣50,RSI_BOLLINGER,86.48731197769497,6.6704806494560565,10.957255131032626,0.6087729609000554,-17.13891126406022,55.29953917050692,11
0050.TW,元大台灣50,MACD_STOCHASTIC,13.86465891088038,1.3544762845678404,3.22409673024859,0.4201103124047414,-6.713234969814047,59.45945945945946,2
0050.TW,元大台灣50,MA_BOLLINGER,16.175858392306864,1.5657326595201582,5.398069795267742,0.2900541710099357,-12.52242554600864,53.03030303030303,68
0050.TW,元大台灣50,RSI_MACD_MA,0.0,0.0,0.0,0,0.0,0,0
0050.TW,元大台灣50,MACD_MA_CROSS,31.46183383006058,2.874997082612496,4.6186968813529115,0.6224693147150956,-7.004501503801823,55.670103092783506,16
