股票代碼,股票名稱,strategy,total_return,annualized_return,volatility,sharpe_ratio,max_drawdown,win_rate,total_trades
2882.TW,國泰金,RSI,55.16222187374693,4.6591191069185856,15.49185101684606,0.30074644416940194,-39.971094684439045,51.31467345207803,8
2882.TW,國泰金,MACD,87.28353073812067,6.720436288712661,14.629860490147509,0.45936434549314703,-24.87188313132207,51.326623970722785,95
2882.TW,國泰金,MA_CROSS,166.72798564141206,10.704867050918775,16.021180329687976,0.6681696872909026,-32.91956362563125,51.36612021857923,82
2882.TW,國泰金,BOLLINGER,8.244897092422153,0.8246470413782792,14.685526812263086,0.05615372549588491,-43.38385753332057,50.870406189555126,21
2882.TW,國泰金,STOCHASTIC,42.87030292604512,3.767522063478701,13.431654462129277,0.2804957553145279,-26.19466053919888,51.697127937336816,30
2882.TW,國泰金,RSI_MACD,0.0,0.0,0.0,0,0.0,0,0
2882.TW,國泰金,RSI_STOCHASTIC,26.901026700233622,2.5003395526804972,10.090363460137421,0.24779479575321905,-27.7765619968562,57.02127659574469,10
2882.TW,國泰金,MACD_MA,19.406732657798887,1.8555943749026804,11.667814043358135,0.15903530584282594,-33.07314520020315,49.70845481049563,72
2882.TW,國泰金,RSI_BOLLINGER,-0.28895921603706576,-0.029992676250534256,11.158198802137731,-0.002687949621832167,-40.267968998840445,52.0,11
2882.TW,國泰金,MACD_STOCHASTIC,1.4460551307978076,0.14893690779258506,1.6038205281711706,0.09286382433476965,-3.9999909128496878,53.57142857142857,1
2882.TW,國泰金,MA_BOLLINGER,12.61897048352032,1.2395270159671679,5.194625952982514,0.23861718383312833,-14.782771569691711,59.42028985507246,75
2882.TW,國泰金,RSI_MACD_MA,0.0,0.0,0.0,0,0.0,0,0
2882.TW,國泰金,MACD_MA_CROSS,-0.16219404276767158,-0.016825438073087007,4.316144667414108,-0.0038982562841591395,-10.12571617730687,50.0,13
