股票代碼,股票名稱,strategy,total_return,annualized_return,volatility,sharpe_ratio,max_drawdown,win_rate,total_trades
2882.TW,國泰金,RSI,55.16220722126448,4.659118082404579,15.143154781657659,0.30767156181009225,-39.97109042889734,51.733333333333334,8
2882.TW,國泰金,MACD,90.5210648126272,6.910210312166787,14.640084093245914,0.47200618986572335,-24.87191582533655,51.37111517367459,95
2882.TW,國泰金,MA_CROSS,171.3389418231926,10.901729770195834,16.030342254858933,0.6800684350261721,-32.91960010620127,51.40405616224649,82
2882.TW,國泰金,BOLLINGER,8.2449451760098,0.8246516840891616,14.685527770874,0.05615403797231613,-43.38384877390217,50.870406189555126,21
2882.TW,國泰金,STOCHASTIC,47.052939965239894,4.07837429567901,13.029019619765227,0.3130223466309048,-26.194629163193483,51.7379679144385,31
2882.TW,國泰金,RSI_MACD,0.0,0.0,0.0,0,0.0,0,0
2882.TW,國泰金,RSI_STOCHASTIC,27.33378766370038,2.5365189221152384,8.87954258115505,0.28565873736542047,-22.217267653932097,58.98876404494382,9
2882.TW,國泰金,MACD_MA,21.470964422860185,2.0367237251583292,11.68093793088912,0.17436302951087587,-33.0731762978875,49.78165938864629,72
2882.TW,國泰金,RSI_BOLLINGER,-0.28895208548496143,-0.029991935170359252,11.158198439647087,-0.002687883293399095,-40.26794453899617,52.0,11
2882.TW,國泰金,MACD_STOCHASTIC,1.4460648723196856,0.14893790469707735,1.6038240603734526,0.09286424139465582,-3.9999909128496873,53.57142857142857,1
2882.TW,國泰金,MA_BOLLINGER,12.618798118361575,1.2395109538082538,5.194628613804771,0.2386139695365791,-14.782905048746647,59.42028985507246,75
2882.TW,國泰金,RSI_MACD_MA,0.0,0.0,0.0,0,0.0,0,0
2882.TW,國泰金,MACD_MA_CROSS,-0.16223422812003951,-0.01682960979485504,4.316145525468347,-0.00389922204790091,-10.125761776823348,50.0,13
