股票代碼,股票名稱,strategy,total_return,annualized_return,volatility,sharpe_ratio,max_drawdown,win_rate,total_trades
2454.TW,聯發科,RSI,274.197277810319,14.659015764023152,21.791088809144682,0.6727068983295347,-38.95654125711593,52.724795640326974,10
2454.TW,聯發科,MACD,142.3182694936492,9.608913001768249,24.855985767958163,0.3865834608802799,-42.38863268974994,48.69337979094077,101
2454.TW,聯發科,MA_CROSS,704.1772473026375,24.122270588804007,26.952321149473107,0.8949978910916759,-34.432783139895676,50.075414781297134,73
2454.TW,聯發科,BOLLINGER,163.52662221605976,10.566384096166948,23.709176644045478,0.44566642928195815,-34.936255647833676,51.843317972350235,25
2454.TW,聯發科,STOCHASTIC,53.50210521147463,4.542481957533284,22.650911984342187,0.20054300509724945,-43.39508540011419,51.24434389140271,26
2454.TW,聯發科,RSI_MACD,0.0,0.0,0.0,0,0.0,0,0
2454.TW,聯發科,RSI_STOCHASTIC,89.71064607556096,6.8629789350160175,9.02302718107429,0.7606071440648042,-11.714812655081474,58.82352941176471,6
2454.TW,聯發科,MACD_MA,112.96166313648808,8.1513809643438,20.68608437538532,0.3940514220295481,-31.377922175272676,48.33110814419226,74
2454.TW,聯發科,RSI_BOLLINGER,200.18763321861042,12.069397239531332,18.87622686046369,0.6393967040526897,-38.56292915517511,53.28031809145129,13
2454.TW,聯發科,MACD_STOCHASTIC,1.985972293088878,0.20405830726537566,3.7906357486993505,0.05383221200702086,-6.912446058528096,50.0,1
2454.TW,聯發科,MA_BOLLINGER,-10.111846711860384,-1.0989850580422789,8.604615165736318,-0.12772041943472973,-24.424346689478813,53.03030303030303,67
2454.TW,聯發科,RSI_MACD_MA,0.0,0.0,0.0,0,0.0,0,0
2454.TW,聯發科,MACD_MA_CROSS,-11.395790172302632,-1.2463710724782806,4.577627972820071,-0.27227443555454495,-16.67187264987941,44.642857142857146,7
